﻿wkt_geom,OBJECTID,STCTYFIPS,NAME,FEATTYPE,MNFC,TEXTLENGTH
Point (-79.78605890000000045 33.87001199999997425),29277,45041,Lake City Country Club,Golf Course,9911,22
Point (-78.63687800000002426 33.87003600000002734),29279,45051,Little River Lanes,Amusement Park,9902,18
Point (-79.7519952000000103 33.87072449999999435),29289,45041,Dr. Ron E. McNair Nasa Memorial,Park and Recreation Area,9362,31
Point (-78.61025000000000773 33.87076680000001261),29291,45051,Little River Intercoastal,Beach,9357,25
Point (-78.66352860000000646 33.87124860000000126),29294,45051,Baytree Golf Resort,Golf Course,9911,19
Point (-79.75377420000000939 33.8714605999999776),29300,45041,The Green,Park and Recreation Area,9362,9
Point (-79.75554970000001731 33.87333890000002157),29318,45041,Winners Circle Lake City,Amusement Park,9902,24
Point (-78.60016530000001467 33.87343920000000708),29320,45051,Glen Dornoch Waterway Golf Links,Golf Course,9911,32
Point (-78.61851810000001706 33.87441730000000462),29333,45051,Little River Mini Mall,Amusement Park,9902,22
Point (-78.64872300000001815 33.87478979999997364),29338,45051,Eagle Nest Golf Course,Golf Course,9911,22
Point (-78.62526100000002316 33.87492570000000569),29340,45051,Cypress Bay Golf Club,Golf Course,9911,21
Point (-82.43058320000000094 33.87895099999997228),29392,45065,Hickory Knob State Resort Park,Golf Course,9911,30
Point (-78.63938039999999319 33.88015619999998762),29414,45051,River Hills Golf & Country Club,Golf Course,9911,31
Point (-78.63941490000001977 33.88026100000001861),29415,45051,River Hills Golf Club,Golf Course,9911,21
Point (-78.6046041000000173 33.88193449999999984),29437,45051,Heather Glen Golf Course,Golf Course,9911,24
Point (-82.41447360000000799 33.88205720000001975),29439,45065,Hickory Knob State Resort Park,Park and Recreation Area,9362,30
Point (-80.88789140000000089 33.88380849999998645),29462,45079,Hopkins Adult Activity Center,Park and Recreation Area,9362,29
Point (-82.36367039999998951 33.88816389999999501),29520,45065,Baker Creek State Park,Park and Recreation Area,9362,22
Point (-78.60516000000001213 33.88935900000001311),29535,45051,Heather Glen Golf Links,Golf Course,9911,23
Point (-82.42166020000001936 33.89081720000001496),29542,45065,Hickory Knob Golf Course,Golf Course,9911,24
Point (-82.39035999999998694 33.89276680000000397),29572,45065,Tara Golf Club at Savannah Lakes,Golf Course,9911,32
Point (-78.90162079999998923 33.89313090000001694),29577,45051,Shaftesbury Glen Golf and Fish Club,Golf Course,9911,35
Point (-78.68515969999998561 33.89483089999998811),29607,45051,Palmetto Greens Golf and Country Club,Golf Course,9911,37
Point (-80.37427750000000515 33.89579049999997551),29617,45085,Sunset Country Club,Golf Course,9911,19
Point (-81.10444400000000087 33.9002259999999751),29672,45063,Charwood Golf Course,Golf Course,9911,20
Point (-81.09732000000002472 33.90100300000000288),29685,45063,Charwood Country Club,Golf Course,9911,21
Point (-81.17213500000002568 33.90568200000001298),29754,45063,Indian River Golf Club,Golf Course,9911,22
Point (-80.10103320000001759 33.91139060000000427),29819,45085,Pineview Golf Club,Golf Course,9911,18
Point (-81.53500630000002047 33.91148049999998193),29820,45063,Wendell Amusement,Amusement Park,9902,17
Point (-80.36186600000002045 33.91568799999998873),29883,45085,Little League Park,Park and Recreation Area,9362,18
Point (-82.36205050000000938 33.91579830000000584),29885,45065,Monticello Golf Club at Savannah Lakes,Golf Course,9911,38
Point (-81.06851790000001756 33.91646300000002157),29891,45063,Par Tee Golf Center,Amusement Park,9902,19
Point (-81.06851790000001756 33.91646300000002157),29892,45063,Par Tee Driving Range,Golf Course,9911,21
Point (-81.39216470000002346 33.91763700000001336),29910,45063,Gilbert Community Park,Amusement Park,9902,22
Point (-80.36063599999999951 33.91826550000001816),29921,45085,Sumter Co Fair Assoc,Amusement Park,9902,20
Point (-80.3256279999999947 33.91840400000000955),29924,45085,Eastwood Park,Park and Recreation Area,9362,13
Point (-80.37209860000001527 33.91848840000000109),29926,45085,Swan Lake Playground,Amusement Park,9902,20
Point (-80.36053900000001704 33.91897099999999909),29929,45085,Sumter County Fair Association,Amusement Park,9902,30
Point (-82.34516750000000229 33.92113580000000184),29955,45065,McCormick Country Club,Golf Course,9911,22
Point (-81.51610970000001544 33.92356410000002143),29988,45063,Leesville College Park,Park and Recreation Area,9362,22
Point (-78.71911210000001802 33.92367359999997234),29989,45051,Aberdeen Country Club,Golf Course,9911,21
Point (-81.80281910000002199 33.92873819999999796),30052,45081,Persimmon Hill Golf Club,Golf Course,9911,24
Point (-80.33310990000001084 33.93474800000001323),30120,45085,Croswell Drive Park,Park and Recreation Area,9362,19
Point (-81.19504269999998769 33.93489610000000312),30124,45063,Manchester Park,Park and Recreation Area,9362,15
Point (-80.34515720000001693 33.93534859999999753),30126,45085,Riley Park,Park and Recreation Area,9362,10
Point (-80.37938900000000331 33.93668700000000626),30140,45085,Palmetto Tennis Center,Park and Recreation Area,9362,22
Point (-80.37987850000001799 33.93817619999998669),30155,45085,Palmetto Park Playground,Amusement Park,9902,24
Point (-78.75221800000002759 33.9385520000000156),30158,45051,Williams' Arcade,Amusement Park,9902,16
Point (-81.54373090000001412 33.93987729999997782),30173,45081,Ponderosa Golf Course,Golf Course,9911,21
Point (-81.54496740000001864 33.94002399999999398),30175,45081,Ponderosa Country Club,Golf Course,9911,22
Point (-81.15076900000002524 33.94014800000002197),30177,45063,Three Fountains Skating Rink & Indoor Miniature Golf,Amusement Park,9902,52
Point (-81.29055180000000291 33.94233830000001717),30196,45063,Country Club of Lexington,Golf Course,9911,25
Point (-79.97935360000002447 33.94571610000002693),30230,45085,Woods Bay State Park,Park and Recreation Area,9362,20
Point (-81.41370890000001737 33.94690300000002026),30240,45063,Gilbert House of Terror,Amusement Park,9902,23
Point (-80.917254000000014 33.95002499999998236),30266,45079,Garner's Ferry Driving Range,Golf Course,9911,28
Point (-78.73995730000001458 33.95008530000001201),30267,45051,Long Bay Golf Club,Golf Course,9911,18
Point (-81.10623600000002398 33.95030600000001186),30269,45063,Airport High Athletic Field,Park and Recreation Area,9362,27
Point (-80.35660100000001194 33.95221800000001622),30280,45085,Julia Lester Dillon Park,Park and Recreation Area,9362,24
Point (-80.36957230000001573 33.95323589999998148),30293,45085,Fun Park Intimidators,Amusement Park,9902,21
Point (-80.35073629999999412 33.95485969999998588),30307,45085,Crystal Lakes Golf Course,Golf Course,9911,25
Point (-78.74218519999999444 33.95536149999998088),30310,45051,Long Bay Club,Golf Course,9911,13
Point (-80.84988459999999577 33.9581957999999986),30349,45079,Sedgewood Country Club,Golf Course,9911,22
Point (-80.89661630000000514 33.95906539999998586),30366,45079,Caughman Road Park,Park and Recreation Area,9362,18
Point (-81.10460080000001426 33.96038260000000264),30380,45063,Springdale Park,Park and Recreation Area,9362,15
Point (-79.03473400000001448 33.96418599999998378),30419,45051,Harvest Hoe-Down Festival,Amusement Park,9902,25
Point (-81.03930000000002565 33.96620000000001482),30434,45063,Riverland Park,Park and Recreation Area,9362,14
Point (-81.28187170000001061 33.96931210000002466),30465,45063,Ball Park Road Recreation Complex,Park and Recreation Area,9362,33
Point (-80.53454629999998815 33.97068500000000313),30485,45085,Beech Creek Golf Club,Golf Course,9911,21
Point (-80.35991660000001957 33.97111710000001494),30494,45085,Cypress Park,Park and Recreation Area,9362,12
Point (-80.96281920000001264 33.97266889999997375),30507,45079,Woodland Park,Amusement Park,9902,13
Point (-80.48235710000000154 33.97561580000001413),30543,45085,Fallen Airmen Memorial,Park and Recreation Area,9362,22
Point (-81.0534635999999864 33.97853379999997969),30578,45063,Cayce Memorial Park,Amusement Park,9902,19
Point (-81.23711700000001201 33.98014899999998306),30603,45063,Virginia Hylton Park,Park and Recreation Area,9362,20
Point (-81.01150400000000218 33.98058600000001661),30606,45079,Edisto Discovery Park,Amusement Park,9902,21
Point (-80.99855949999999893 33.98086970000002793),30607,45079,Rosewood Park,Amusement Park,9902,13
Point (-80.9881083000000217 33.98162500000000819),30619,45079,Valencia Playground,Park and Recreation Area,9362,19
Point (-80.4803314000000114 33.98213590000000295),30625,45085,Carolina Lakes Golf Course,Golf Course,9911,26
Point (-81.03481290000001991 33.9830471000000216),30635,45079,Olympia Park,Amusement Park,9902,12
Point (-81.23225480000002108 33.98308320000001004),30636,45063,Corley Street Park,Amusement Park,9902,18
Point (-81.04394170000000486 33.98315850000000182),30640,45079,Granby Park,Park and Recreation Area,9362,11
Point (-81.05328550000001542 33.98562550000002602),30667,45063,Guignard Park,Amusement Park,9902,13
Point (-81.07421790000000783 33.98669399999999996),30682,45063,K Stop,Amusement Park,9902,6
Point (-81.07240180000002283 33.98679970000000594),30684,45063,Jade Moon Trunks & Treasures,Amusement Park,9902,28
Point (-81.0142475000000104 33.9869764000000032),30686,45079,Hollywood Park,Park and Recreation Area,9362,14
Point (-80.99161770000000615 33.99178799999998546),30738,45079,Sims Park,Amusement Park,9902,9
Point (-80.98470600000001696 33.99300099999999247),30754,45079,W. Gordon Belser Arboretum,Park and Recreation Area,9362,26
Point (-78.7529988000000003 33.99368779999997514),30764,45051,Crown Park Golf Course,Golf Course,9911,22
Point (-81.05180899999999156 33.99377900000001773),30765,45063,West Columbia Riverwalk,Park and Recreation Area,9362,23
Point (-81.02260230000001684 33.99554890000001706),30787,45079,Maxcy Gregg Park,Park and Recreation Area,9362,16
Point (-81.04829300000000103 33.99564540000000079),30789,45079,Bicentennial Park,Park and Recreation Area,9362,17
Point (-80.54063700000000381 33.99581699999998818),30791,45085,Kings Highway Community Park,Park and Recreation Area,9362,28
Point (-81.00842690000001767 33.99588099999999713),30794,45079,Emily Douglas Park,Park and Recreation Area,9362,18
Point (-80.92470570000000407 33.99783719999999221),30811,45079,Fort Jackson Golf Club,Golf Course,9911,22
Point (-81.02953430000002299 33.9978848999999741),30812,45079,Usc Horseshoe,Park and Recreation Area,9362,13
Point (-81.03809360000002471 33.99831419999998161),30819,45079,First Responders Remembrance Memorial,Park and Recreation Area,9362,37
Point (-80.98410400000000209 33.99856699999998),30822,45079,Heathwood Park,Park and Recreation Area,9362,14
Point (-81.02616549999999052 33.9986321000000089),30823,45079,Gibbes Green,Park and Recreation Area,9362,12
Point (-81.21376060000000052 33.99898849999999584),30830,45063,Golden Hills Golf and Country Club,Golf Course,9911,34
Point (-79.20456460000002608 33.99900709999997162),30831,45051,Aynor Park,Park and Recreation Area,9362,10
Point (-81.22656200000000126 34.00173000000000911),30860,45063,Fourteen Mile Creek Trail,Park and Recreation Area,9362,25
Point (-81.01366999999999052 34.00217149999997446),30865,45079,Martin Luther King Jr. Park,Park and Recreation Area,9362,27
Point (-81.04232300000001032 34.00247460000002775),30870,45079,Memorial Park,Park and Recreation Area,9362,13
Point (-81.03408960000001571 34.00292589999997972),30878,45079,Green On Main Park,Park and Recreation Area,9362,18
Point (-81.05098500000002559 34.00479109999997718),30897,45079,Riverfront Park & Historic Columbia Canal,Park and Recreation Area,9362,41
Point (-81.04160680000001094 34.00588959999998906),30908,45079,Finlay Park,Amusement Park,9902,11
Point (-81.04088500000000295 34.00697500000001128),30922,45079,Finlay Park,Park and Recreation Area,9362,11
Point (-81.08134200000000646 34.00732199999998784),30925,45063,Waterfall Junction At Riverbanks Zoo,Amusement Park,9902,36
Point (-81.04189810000002581 34.00787830000001577),30932,45079,Arsenal Hill Park,Park and Recreation Area,9362,17
Point (-78.75176079999999956 34.00885110000001532),30952,45051,Black Bear Golf Club,Golf Course,9911,20
Point (-81.07320559999999432 34.00992029999997612),30970,45079,Front Gate,Park and Recreation Area,9362,10
Point (-81.23808009999999058 34.01164529999999786),30995,45063,Caddyshak Driving Range,Golf Course,9911,23
Point (-81.23831760000001623 34.01171779999998535),30997,45063,The Caddy Shak,Golf Course,9911,14
Point (-81.06423300000000154 34.01245699999998351),31007,45079,2000 Waterpark,Amusement Park,9902,14
Point (-81.15066999999999098 34.01332500000000891),31019,45063,Park And Ride,Park and Recreation Area,9362,13
Point (-81.04392680000000837 34.01339830000000575),31020,45079,Roy Lynch Park,Amusement Park,9902,14
Point (-81.03445640000001049 34.01477160000001732),31035,45079,Buford Goff & Associates,Golf Course,9911,24
Point (-80.96801679999998669 34.01483039999999392),31037,45079,Citadel Park,Amusement Park,9902,12
Point (-80.93528620000000728 34.01704940000001898),31069,45079,Fort Jackson Playground,Amusement Park,9902,23
Point (-81.03123229999999921 34.01793459999998959),31078,45079,Segra Park,Park and Recreation Area,9362,10
Point (-81.05075160000001233 34.01873979999999165),31085,45079,Marshall Park,Park and Recreation Area,9362,13
Point (-80.98966519999999036 34.02076260000001184),31103,45079,Quinine Hill Park,Park and Recreation Area,9362,17
Point (-78.77784500000001344 34.02210589999998547),31119,45051,Red Wind Stables,Amusement Park,9902,16
Point (-81.04462899999998626 34.02592700000002424),31166,45079,Earlewood Park,Park and Recreation Area,9362,14
Point (-80.95900699999998551 34.02741639999999279),31182,45079,Forest Lake Club,Golf Course,9911,16
Point (-81.04935510000001386 34.03041450000000623),31227,45079,Earlewood Park,Park and Recreation Area,9362,14
Point (-81.22086070000000291 34.03211970000000974),31250,45063,Redline Motorsports,Amusement Park,9902,19
Point (-81.01232140000001891 34.03339340000002267),31265,45079,TS Martin Park,Amusement Park,9902,14
Point (-79.78915280000001076 34.0338345999999774),31272,45041,Lynches River County Park,Park and Recreation Area,9362,25
Point (-81.11450700000000325 34.03756900000001906),31326,45063,The Gaming Station,Amusement Park,9902,18
Point (-81.04198430000002418 34.03878379999997605),31352,45079,Hyatt Park,Park and Recreation Area,9362,10
Point (-81.21651400000001786 34.04264399999999569),31415,45063,Mexican Beach,Beach,9357,13
Point (-81.17010140000002139 34.04329469999998992),31423,45063,Saluda River Club,Amusement Park,9902,17
Point (-81.07806820000001835 34.04406130000000985),31428,45079,Riverside Golf Center,Golf Course,9911,21
Point (-81.07881140000000642 34.04426760000001195),31432,45079,The Golf Stop,Golf Course,9911,13
Point (-81.18803139999999985 34.04754839999998239),31479,45063,Saluda Shoals Splash Pad,Amusement Park,9902,24
Point (-81.10852030000000923 34.04974210000000312),31506,45079,E Z Bingo,Amusement Park,9902,9
Point (-81.19128030000001672 34.04988959999997178),31509,45063,Saluda Shoals Park,Park and Recreation Area,9362,18
Point (-81.18251989999998841 34.05182519999999613),31537,45063,The River Center,Park and Recreation Area,9362,16
Point (-78.83361760000002505 34.05222689999999375),31545,45051,Woodland Valley Country Club,Golf Course,9911,28
Point (-80.95153570000002219 34.05223269999999047),31546,45079,Forest Lake Park,Amusement Park,9902,16
Point (-81.18233029999998962 34.05258559999998624),31549,45063,Saluda Shoals River Center,Park and Recreation Area,9362,26
Point (-81.13526200000001154 34.05279699999999821),31554,45063,Bingo Rama,Amusement Park,9902,10
Point (-81.18694290000001956 34.05329100000000153),31567,45063,Saluda Shoals Park,Park and Recreation Area,9362,18
Point (-81.11586560000000645 34.05533020000001443),31592,45079,St. Andrews Park,Park and Recreation Area,9362,16
Point (-81.00733159999998634 34.05616220000001704),31603,45079,Meadowlake Park,Park and Recreation Area,9362,15
Point (-78.8873775000000137 34.05695919999999433),31615,45051,North Strand Sail & Power Squadron,Amusement Park,9902,34
Point (-80.97357690000001185 34.05766199999999344),31625,45079,B & T Amusement,Amusement Park,9902,15
Point (-80.99042309999998679 34.06315549999999348),31691,45079,Greenview Park,Park and Recreation Area,9362,14
